from,starting label,QID,label,depth,target
Q160236,Metropolitan Museum of Art,Q28854014,Metropolitan Museum of Art,5,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q43301751,Two Poplars in the Alpilles near Saint-Rémy,5,1
Q214867,National Gallery of Art,Q22965268,National Gallery of Art,5,1
Q104530765,Hugo Nathan,Q363383,Hugo Nathan,5,1
Q160236,Metropolitan Museum of Art,Q62594,Metropolitan Museum of Art,3,0
Q214867,National Gallery of Art,Q18325075,National Gallery of Art,4,0
Q74128,Alfred Flechtheim,Q593644,Alfred Flechtheim,3,0
Q21948567,Sunflowers,Q15296811,Sunflowers,5,0
Q17277888,Gottlieb Friedrich Reber,Q36180,Gottlieb Friedrich Reber,4,0
Q74128,Alfred Flechtheim,Q446858,Alfred Flechtheim,4,1
Q55680361,Oskar Reichel,Q82955,Oskar Reichel,5,0
Q160236,Metropolitan Museum of Art,Q2468727,Metropolitan Museum of Art,5,0
Q160236,Metropolitan Museum of Art,Q1766280,Metropolitan Museum of Art,4,0
Q55680361,Oskar Reichel,Q64513741,Oskar Reichel,3,1
Q5147536,Josef Feinhals,Q644687,Josef Feinhals,2,0
Q214867,National Gallery of Art,Q2105271,National Gallery of Art,5,0
Q74128,Alfred Flechtheim,Q2657718,Alfred Flechtheim,2,0
Q160236,Metropolitan Museum of Art,Q28020362,Metropolitan Museum of Art,5,0
Q26221201,Two Diggers among Trees,Q333256,Two Diggers among Trees,5,0
Q74128,Alfred Flechtheim,Q105582344,Alfred Flechtheim,1,1
Q104530765,Hugo Nathan,Q1766280,Hugo Nathan,5,0
Q104530765,Hugo Nathan,Q66362718,Hugo Nathan,4,0
Q160236,Metropolitan Museum of Art,Q104820943,Metropolitan Museum of Art,5,1
Q26221201,Two Diggers among Trees,Q25391673,Two Diggers among Trees,5,1
Q867510,Cypresses,Q64216457,Cypresses,5,1
Q17277888,Gottlieb Friedrich Reber,Q876864,Gottlieb Friedrich Reber,4,0
Q1634926,Hugo Cassirer,Q106906938,Hugo Cassirer,5,1
Q160236,Metropolitan Museum of Art,Q75253725,Metropolitan Museum of Art,4,0
Q104530765,Hugo Nathan,Q3391743,Hugo Nathan,5,0
Q74128,Alfred Flechtheim,Q58433306,Alfred Flechtheim,3,1
Q160236,Metropolitan Museum of Art,Q59916588,Metropolitan Museum of Art,5,0
Q160236,Metropolitan Museum of Art,Q28124142,Metropolitan Museum of Art,3,0
Q74128,Alfred Flechtheim,Q42857,Alfred Flechtheim,5,0
Q74128,Alfred Flechtheim,Q131524,Alfred Flechtheim,3,0
Q55680361,Oskar Reichel,Q28002707,Oskar Reichel,1,1
Q29441758,Margarete Mauthner,Q36180,Margarete Mauthner,5,0
Q3783572,Harvard Art Museums,Q2918448,Harvard Art Museums,2,0
Q160236,Metropolitan Museum of Art,Q164236,Metropolitan Museum of Art,4,0
Q160236,Metropolitan Museum of Art,Q76328870,Metropolitan Museum of Art,4,0
Q104530765,Hugo Nathan,Q7933233,Hugo Nathan,5,0
Q160236,Metropolitan Museum of Art,Q97753,Metropolitan Museum of Art,4,1
Q104530765,Hugo Nathan,Q104917373,Hugo Nathan,5,1
Q1634926,Hugo Cassirer,Q98281053,Hugo Cassirer,4,0
Q74128,Alfred Flechtheim,Q12842489,Alfred Flechtheim,1,1
Q1634926,Hugo Cassirer,Q110491536,Hugo Cassirer,5,1
Q1634926,Hugo Cassirer,Q3181656,Hugo Cassirer,5,0
Q160236,Metropolitan Museum of Art,Q636400,Metropolitan Museum of Art,4,1
Q160236,Metropolitan Museum of Art,Q66717484,Metropolitan Museum of Art,5,1
Q74128,Alfred Flechtheim,Q17421703,Alfred Flechtheim,4,1
Q17277888,Gottlieb Friedrich Reber,Q19912997,Gottlieb Friedrich Reber,3,1
Q17277888,Gottlieb Friedrich Reber,Q110952532,Gottlieb Friedrich Reber,4,0
Q55680361,Oskar Reichel,Q60045,Oskar Reichel,5,0
Q160236,Metropolitan Museum of Art,Q57207,Metropolitan Museum of Art,3,0
Q74128,Alfred Flechtheim,Q105758538,Alfred Flechtheim,4,0
Q21948567,Sunflowers,Q56555894,Sunflowers,5,1
Q55680361,Oskar Reichel,Q19883783,Oskar Reichel,5,1
Q74128,Alfred Flechtheim,Q106849354,Alfred Flechtheim,5,1
Q160236,Metropolitan Museum of Art,Q446858,Metropolitan Museum of Art,5,1
Q160236,Metropolitan Museum of Art,Q16977139,Metropolitan Museum of Art,5,0
Q156426,Alexej von Jawlensky,Q106727050,Alexej von Jawlensky,3,0
Q160236,Metropolitan Museum of Art,Q690276,Metropolitan Museum of Art,5,0
Q20178788,Still Life with Apples,Q1768721,Still Life with Apples,4,0
Q160236,Metropolitan Museum of Art,Q2142783,Metropolitan Museum of Art,4,0
Q867510,Cypresses,Q1792450,Cypresses,5,1
Q104530765,Hugo Nathan,Q28035859,Hugo Nathan,3,1
Q160236,Metropolitan Museum of Art,Q105757729,Metropolitan Museum of Art,3,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q28842706,Two Poplars in the Alpilles near Saint-Rémy,4,1
Q160236,Metropolitan Museum of Art,Q2443913,Metropolitan Museum of Art,5,1
Q160236,Metropolitan Museum of Art,Q98755339,Metropolitan Museum of Art,3,0
Q5147536,Josef Feinhals,Q2446761,Josef Feinhals,4,0
Q160236,Metropolitan Museum of Art,Q43845,Metropolitan Museum of Art,3,0
Q160236,Metropolitan Museum of Art,Q18704648,Metropolitan Museum of Art,4,0
Q214867,National Gallery of Art,Q776175,National Gallery of Art,5,0
Q160236,Metropolitan Museum of Art,Q19924921,Metropolitan Museum of Art,1,0
Q160236,Metropolitan Museum of Art,Q22088567,Metropolitan Museum of Art,3,0
Q214867,National Gallery of Art,Q2944360,National Gallery of Art,4,0
Q160236,Metropolitan Museum of Art,Q155596,Metropolitan Museum of Art,4,0
Q1634926,Hugo Cassirer,Q105757729,Hugo Cassirer,5,0
Q17277888,Gottlieb Friedrich Reber,Q11900058,Gottlieb Friedrich Reber,5,0
Q160236,Metropolitan Museum of Art,Q12362622,Metropolitan Museum of Art,3,0
Q1634926,Hugo Cassirer,Q104520680,Hugo Cassirer,5,1
Q104530765,Hugo Nathan,Q20730464,Hugo Nathan,4,1
Q160236,Metropolitan Museum of Art,Q76328875,Metropolitan Museum of Art,4,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q5334534,Two Poplars in the Alpilles near Saint-Rémy,5,0
Q160236,Metropolitan Museum of Art,Q163863,Metropolitan Museum of Art,3,0
Q160236,Metropolitan Museum of Art,Q58001,Metropolitan Museum of Art,4,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q20630408,Two Poplars in the Alpilles near Saint-Rémy,3,1
Q160236,Metropolitan Museum of Art,Q69555013,Metropolitan Museum of Art,5,1
Q104530765,Hugo Nathan,Q60514834,Hugo Nathan,3,1
Q160236,Metropolitan Museum of Art,Q350979,Metropolitan Museum of Art,4,0
Q160236,Metropolitan Museum of Art,Q1186818,Metropolitan Museum of Art,3,0
Q214867,National Gallery of Art,Q19135478,National Gallery of Art,5,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q4091875,Two Poplars in the Alpilles near Saint-Rémy,5,0
Q1634926,Hugo Cassirer,Q24255440,Hugo Cassirer,3,1
Q17277888,Gottlieb Friedrich Reber,Q1607826,Gottlieb Friedrich Reber,4,0
Q74128,Alfred Flechtheim,Q99413897,Alfred Flechtheim,5,0
Q17277888,Gottlieb Friedrich Reber,Q104694359,Gottlieb Friedrich Reber,2,0
Q160236,Metropolitan Museum of Art,Q535400,Metropolitan Museum of Art,4,0
Q17277888,Gottlieb Friedrich Reber,Q15958642,Gottlieb Friedrich Reber,5,0
Q74128,Alfred Flechtheim,Q3501317,Alfred Flechtheim,4,0
Q74128,Alfred Flechtheim,Q42877939,Alfred Flechtheim,5,1
Q74128,Alfred Flechtheim,Q30335959,Alfred Flechtheim,5,1
Q160236,Metropolitan Museum of Art,Q75286698,Metropolitan Museum of Art,5,0
Q160236,Metropolitan Museum of Art,Q78684258,Metropolitan Museum of Art,4,1
Q160236,Metropolitan Museum of Art,Q12713481,Metropolitan Museum of Art,5,0
Q160236,Metropolitan Museum of Art,Q2833919,Metropolitan Museum of Art,5,0
Q21948567,Sunflowers,Q1086863,Sunflowers,5,0
Q867510,Cypresses,Q60469188,Cypresses,4,1
Q156426,Alexej von Jawlensky,Q82955,Alexej von Jawlensky,4,0
Q17277888,Gottlieb Friedrich Reber,Q17421703,Gottlieb Friedrich Reber,4,1
Q160236,Metropolitan Museum of Art,Q20177080,Metropolitan Museum of Art,5,0
Q160236,Metropolitan Museum of Art,Q7183964,Metropolitan Museum of Art,3,1
Q74128,Alfred Flechtheim,Q239303,Alfred Flechtheim,4,1
Q17277888,Gottlieb Friedrich Reber,Q7320,Gottlieb Friedrich Reber,5,1
Q160236,Metropolitan Museum of Art,Q1752882,Metropolitan Museum of Art,5,0
Q867510,Cypresses,Q673751,Cypresses,5,1
Q867510,Cypresses,Q73357989,Cypresses,4,0
Q1201549,Detroit Institute of Arts,Q4532138,Detroit Institute of Arts,3,0
Q74128,Alfred Flechtheim,Q405352,Alfred Flechtheim,5,1
Q55680361,Oskar Reichel,Q2498180,Oskar Reichel,5,0
Q74128,Alfred Flechtheim,Q19913398,Alfred Flechtheim,3,1
Q104530765,Hugo Nathan,Q2148186,Hugo Nathan,4,1
Q160236,Metropolitan Museum of Art,Q75391596,Metropolitan Museum of Art,3,0
Q867510,Cypresses,Q806798,Cypresses,3,0
Q160236,Metropolitan Museum of Art,Q96242105,Metropolitan Museum of Art,5,0
Q160236,Metropolitan Museum of Art,Q315726,Metropolitan Museum of Art,4,0
Q1634926,Hugo Cassirer,Q91618,Hugo Cassirer,4,1
Q160236,Metropolitan Museum of Art,Q27051827,Metropolitan Museum of Art,5,0
Q17277888,Gottlieb Friedrich Reber,Q73357989,Gottlieb Friedrich Reber,4,0
Q17277888,Gottlieb Friedrich Reber,Q1760539,Gottlieb Friedrich Reber,4,1
Q160236,Metropolitan Museum of Art,Q20167179,Metropolitan Museum of Art,3,0
Q1201549,Detroit Institute of Arts,Q1297822,Detroit Institute of Arts,2,0
Q160236,Metropolitan Museum of Art,Q705551,Metropolitan Museum of Art,4,1
Q1634926,Hugo Cassirer,Q33999,Hugo Cassirer,4,0
Q55680361,Oskar Reichel,Q106874309,Oskar Reichel,5,1
Q17277888,Gottlieb Friedrich Reber,Q2805058,Gottlieb Friedrich Reber,3,1
Q160236,Metropolitan Museum of Art,Q60476309,Metropolitan Museum of Art,5,1
Q17277888,Gottlieb Friedrich Reber,Q106849354,Gottlieb Friedrich Reber,5,1
Q160236,Metropolitan Museum of Art,Q18745022,Metropolitan Museum of Art,3,1
Q160236,Metropolitan Museum of Art,Q234257,Metropolitan Museum of Art,4,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q317188,Two Poplars in the Alpilles near Saint-Rémy,2,0
Q17277888,Gottlieb Friedrich Reber,Q72958372,Gottlieb Friedrich Reber,3,1
Q74128,Alfred Flechtheim,Q19098835,Alfred Flechtheim,5,0
Q160236,Metropolitan Museum of Art,Q66362718,Metropolitan Museum of Art,4,0
Q55680361,Oskar Reichel,Q75837445,Oskar Reichel,5,1
Q160236,Metropolitan Museum of Art,Q2087497,Metropolitan Museum of Art,5,0
Q160236,Metropolitan Museum of Art,Q2504617,Metropolitan Museum of Art,4,0
Q1634926,Hugo Cassirer,Q20730464,Hugo Cassirer,5,1
Q74128,Alfred Flechtheim,Q5934356,Alfred Flechtheim,3,1
Q867510,Cypresses,Q87842429,Cypresses,4,1
Q11770767,Still life with coffee pot  dishes and fruit,Q104599828,Still life with coffee pot  dishes and fruit,3,1
Q160236,Metropolitan Museum of Art,Q106447762,Metropolitan Museum of Art,4,0
Q1634926,Hugo Cassirer,Q65059,Hugo Cassirer,4,1
Q104530765,Hugo Nathan,Q13218361,Hugo Nathan,4,0
Q74128,Alfred Flechtheim,Q363383,Alfred Flechtheim,5,1
Q55680361,Oskar Reichel,Q131572,Oskar Reichel,5,1
Q104530765,Hugo Nathan,Q673751,Hugo Nathan,4,1
Q160236,Metropolitan Museum of Art,Q235812,Metropolitan Museum of Art,5,0
Q26221201,Two Diggers among Trees,Q56555894,Two Diggers among Trees,5,1
Q160236,Metropolitan Museum of Art,Q325909,Metropolitan Museum of Art,4,0
Q160236,Metropolitan Museum of Art,Q300849,Metropolitan Museum of Art,3,0
Q104530765,Hugo Nathan,Q97940197,Hugo Nathan,5,1
Q55680361,Oskar Reichel,Q20087533,Oskar Reichel,5,1
Q17277888,Gottlieb Friedrich Reber,Q19883498,Gottlieb Friedrich Reber,3,1
Q214867,National Gallery of Art,Q20771242,National Gallery of Art,5,1
Q160236,Metropolitan Museum of Art,Q2657718,Metropolitan Museum of Art,3,0
Q867510,Cypresses,Q106727050,Cypresses,5,1
Q160236,Metropolitan Museum of Art,Q83171,Metropolitan Museum of Art,3,0
Q17277888,Gottlieb Friedrich Reber,Q22083543,Gottlieb Friedrich Reber,4,0
Q657415,Cleveland Museum of Art,Q20026460,Cleveland Museum of Art,3,1
Q17277888,Gottlieb Friedrich Reber,Q16986324,Gottlieb Friedrich Reber,5,1
Q324935,Ferenc Hatvany,Q2833448,Ferenc Hatvany,2,1
Q214867,National Gallery of Art,Q43845,National Gallery of Art,3,0
Q160236,Metropolitan Museum of Art,Q1321055,Metropolitan Museum of Art,1,1
Q74128,Alfred Flechtheim,Q98970039,Alfred Flechtheim,4,0
Q1634926,Hugo Cassirer,Q15296811,Hugo Cassirer,5,0
Q17277888,Gottlieb Friedrich Reber,Q42973,Gottlieb Friedrich Reber,4,0
Q214867,National Gallery of Art,Q28054722,National Gallery of Art,5,0
Q55680361,Oskar Reichel,Q26221176,Oskar Reichel,5,1
Q1634926,Hugo Cassirer,Q68074438,Hugo Cassirer,5,0
Q160236,Metropolitan Museum of Art,Q44192051,Metropolitan Museum of Art,5,1
Q104530765,Hugo Nathan,Q12954454,Hugo Nathan,3,1
Q160236,Metropolitan Museum of Art,Q28692502,Metropolitan Museum of Art,3,0
Q17277888,Gottlieb Friedrich Reber,Q18223037,Gottlieb Friedrich Reber,4,1
Q1201549,Detroit Institute of Arts,Q602358,Detroit Institute of Arts,3,0
Q5147536,Josef Feinhals,Q108841562,Josef Feinhals,3,1
Q160236,Metropolitan Museum of Art,Q2895984,Metropolitan Museum of Art,2,1
Q160236,Metropolitan Museum of Art,Q279283,Metropolitan Museum of Art,4,0
Q160236,Metropolitan Museum of Art,Q261905,Metropolitan Museum of Art,5,0
Q160236,Metropolitan Museum of Art,Q42601013,Metropolitan Museum of Art,5,1
Q1634926,Hugo Cassirer,Q57188,Hugo Cassirer,4,1
Q55680361,Oskar Reichel,Q17421703,Oskar Reichel,4,1
Q74128,Alfred Flechtheim,Q26221176,Alfred Flechtheim,1,1
Q29441758,Margarete Mauthner,Q27680201,Margarete Mauthner,2,0
Q160236,Metropolitan Museum of Art,Q75581268,Metropolitan Museum of Art,5,0
Q74128,Alfred Flechtheim,Q806798,Alfred Flechtheim,5,0
Q160236,Metropolitan Museum of Art,Q222344,Metropolitan Museum of Art,4,0
Q867510,Cypresses,Q45320214,Cypresses,5,1
Q74128,Alfred Flechtheim,Q2185351,Alfred Flechtheim,3,0
Q74128,Alfred Flechtheim,Q4964182,Alfred Flechtheim,4,0
Q21948567,Sunflowers,Q67311526,Sunflowers,5,0
Q104530765,Hugo Nathan,Q1925963,Hugo Nathan,5,0
Q324935,Ferenc Hatvany,Q587955,Ferenc Hatvany,2,1
Q867510,Cypresses,Q89929597,Cypresses,4,0
Q55680361,Oskar Reichel,Q2516866,Oskar Reichel,5,0
Q160236,Metropolitan Museum of Art,Q20539215,Metropolitan Museum of Art,3,1
Q324935,Ferenc Hatvany,Q4114391,Ferenc Hatvany,4,0
Q160236,Metropolitan Museum of Art,Q61214,Metropolitan Museum of Art,2,0
Q160236,Metropolitan Museum of Art,Q59628896,Metropolitan Museum of Art,5,1
Q160236,Metropolitan Museum of Art,Q1086863,Metropolitan Museum of Art,5,0
Q160236,Metropolitan Museum of Art,Q1528420,Metropolitan Museum of Art,4,0
Q1634926,Hugo Cassirer,Q39931,Hugo Cassirer,4,1
Q74128,Alfred Flechtheim,Q173950,Alfred Flechtheim,1,1
Q160236,Metropolitan Museum of Art,Q28019486,Metropolitan Museum of Art,5,0
Q867510,Cypresses,Q67311526,Cypresses,4,0
Q214867,National Gallery of Art,Q560643,National Gallery of Art,4,1
Q867510,Cypresses,Q30335959,Cypresses,4,1
Q55680361,Oskar Reichel,Q72961007,Oskar Reichel,4,1
Q160236,Metropolitan Museum of Art,Q1976985,Metropolitan Museum of Art,4,1
Q160236,Metropolitan Museum of Art,Q78749849,Metropolitan Museum of Art,5,1
Q74128,Alfred Flechtheim,Q20276076,Alfred Flechtheim,5,1
Q26221201,Two Diggers among Trees,Q1565911,Two Diggers among Trees,5,1
Q214867,National Gallery of Art,Q75788792,National Gallery of Art,4,0
Q55680361,Oskar Reichel,Q1607826,Oskar Reichel,5,0
Q160236,Metropolitan Museum of Art,Q22101864,Metropolitan Museum of Art,3,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q15305978,Two Poplars in the Alpilles near Saint-Rémy,3,1
Q55680361,Oskar Reichel,Q60474736,Oskar Reichel,5,1
Q55680361,Oskar Reichel,Q2805058,Oskar Reichel,3,1
Q657415,Cleveland Museum of Art,Q602358,Cleveland Museum of Art,3,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q1925963,Two Poplars in the Alpilles near Saint-Rémy,5,0
Q21948567,Sunflowers,Q99413897,Sunflowers,5,0
Q160236,Metropolitan Museum of Art,Q20168379,Metropolitan Museum of Art,3,0
Q160236,Metropolitan Museum of Art,Q19832938,Metropolitan Museum of Art,5,0
Q160236,Metropolitan Museum of Art,Q187865,Metropolitan Museum of Art,5,1
Q867510,Cypresses,Q363383,Cypresses,4,1
Q657415,Cleveland Museum of Art,Q12362622,Cleveland Museum of Art,5,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q110249806,Two Poplars in the Alpilles near Saint-Rémy,5,0
Q160236,Metropolitan Museum of Art,Q3713914,Metropolitan Museum of Art,3,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q104694359,Two Poplars in the Alpilles near Saint-Rémy,2,0
Q160236,Metropolitan Museum of Art,Q17987246,Metropolitan Museum of Art,3,1
Q160236,Metropolitan Museum of Art,Q110249806,Metropolitan Museum of Art,3,0
Q74128,Alfred Flechtheim,Q102024112,Alfred Flechtheim,4,0
Q867510,Cypresses,Q1221807,Cypresses,5,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q21069797,Two Poplars in the Alpilles near Saint-Rémy,5,1
Q17277888,Gottlieb Friedrich Reber,Q27431468,Gottlieb Friedrich Reber,4,1
Q160236,Metropolitan Museum of Art,Q240282,Metropolitan Museum of Art,4,0
Q17277888,Gottlieb Friedrich Reber,Q10732476,Gottlieb Friedrich Reber,1,1
Q160236,Metropolitan Museum of Art,Q15969109,Metropolitan Museum of Art,2,0
Q160236,Metropolitan Museum of Art,Q335825,Metropolitan Museum of Art,5,0
Q74128,Alfred Flechtheim,Q76157871,Alfred Flechtheim,5,0
Q160236,Metropolitan Museum of Art,Q2960213,Metropolitan Museum of Art,2,1
Q160236,Metropolitan Museum of Art,Q867510,Metropolitan Museum of Art,5,1
Q214867,National Gallery of Art,Q17815340,National Gallery of Art,5,0
Q1634926,Hugo Cassirer,Q3937681,Hugo Cassirer,5,0
Q160236,Metropolitan Museum of Art,Q47414451,Metropolitan Museum of Art,5,0
Q29441758,Margarete Mauthner,Q28848149,Margarete Mauthner,5,1
Q104530765,Hugo Nathan,Q68074438,Hugo Nathan,5,0
Q867510,Cypresses,Q96297,Cypresses,4,1
Q104530765,Hugo Nathan,Q5550990,Hugo Nathan,5,1
Q17277888,Gottlieb Friedrich Reber,Q42877939,Gottlieb Friedrich Reber,5,1
Q160236,Metropolitan Museum of Art,Q1225716,Metropolitan Museum of Art,4,0
Q74128,Alfred Flechtheim,Q66503800,Alfred Flechtheim,4,1
Q160236,Metropolitan Museum of Art,Q691402,Metropolitan Museum of Art,4,0
Q160236,Metropolitan Museum of Art,Q1259917,Metropolitan Museum of Art,5,1
Q867510,Cypresses,Q36180,Cypresses,4,0
Q74128,Alfred Flechtheim,Q33011974,Alfred Flechtheim,2,1
Q160236,Metropolitan Museum of Art,Q67311526,Metropolitan Museum of Art,3,0
Q867510,Cypresses,Q100708933,Cypresses,4,1
Q29441758,Margarete Mauthner,Q158852,Margarete Mauthner,3,0
Q17277888,Gottlieb Friedrich Reber,Q109496377,Gottlieb Friedrich Reber,5,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q15253558,Two Poplars in the Alpilles near Saint-Rémy,5,0
Q26221201,Two Diggers among Trees,Q66362718,Two Diggers among Trees,5,0
Q1634926,Hugo Cassirer,Q75758411,Hugo Cassirer,3,1
Q74128,Alfred Flechtheim,Q3243461,Alfred Flechtheim,3,1
Q657415,Cleveland Museum of Art,Q49757,Cleveland Museum of Art,3,0
Q160236,Metropolitan Museum of Art,Q19906011,Metropolitan Museum of Art,1,0
Q104530765,Hugo Nathan,Q2528876,Hugo Nathan,5,0
Q324935,Ferenc Hatvany,Q189290,Ferenc Hatvany,3,1
Q324935,Ferenc Hatvany,Q1034379,Ferenc Hatvany,1,1
Q17277888,Gottlieb Friedrich Reber,Q10685690,Gottlieb Friedrich Reber,4,0
Q1634926,Hugo Cassirer,Q16741013,Hugo Cassirer,5,1
Q214867,National Gallery of Art,Q1768721,National Gallery of Art,4,0
Q160236,Metropolitan Museum of Art,Q193391,Metropolitan Museum of Art,3,0
Q17277888,Gottlieb Friedrich Reber,Q19698487,Gottlieb Friedrich Reber,4,0
Q21948567,Sunflowers,Q110249806,Sunflowers,5,0
Q214867,National Gallery of Art,Q593644,National Gallery of Art,5,0
Q160236,Metropolitan Museum of Art,Q30557313,Metropolitan Museum of Art,5,1
Q160236,Metropolitan Museum of Art,Q2617314,Metropolitan Museum of Art,5,0
Q74128,Alfred Flechtheim,Q108580850,Alfred Flechtheim,2,1
Q55680361,Oskar Reichel,Q96971115,Oskar Reichel,4,1
Q160236,Metropolitan Museum of Art,Q57666,Metropolitan Museum of Art,5,0
Q1634926,Hugo Cassirer,Q1321055,Hugo Cassirer,3,1
Q74128,Alfred Flechtheim,Q15958642,Alfred Flechtheim,5,0
Q160236,Metropolitan Museum of Art,Q60514,Metropolitan Museum of Art,2,0
Q1634926,Hugo Cassirer,Q2148186,Hugo Cassirer,5,1
Q160236,Metropolitan Museum of Art,Q16014697,Metropolitan Museum of Art,4,0
Q214867,National Gallery of Art,Q55656666,National Gallery of Art,5,1
Q26221184,Olive Picking,Q10873124,Olive Picking,4,0
Q1634926,Hugo Cassirer,Q4964182,Hugo Cassirer,5,0
Q104530765,Hugo Nathan,Q98605872,Hugo Nathan,5,1
Q11770767,Still life with coffee pot  dishes and fruit,Q18939491,Still life with coffee pot  dishes and fruit,3,0
Q104530765,Hugo Nathan,Q47309996,Hugo Nathan,5,1
Q160236,Metropolitan Museum of Art,Q26712700,Metropolitan Museum of Art,5,0
Q156426,Alexej von Jawlensky,Q602358,Alexej von Jawlensky,3,0
Q74128,Alfred Flechtheim,Q372436,Alfred Flechtheim,5,0
Q104530765,Hugo Nathan,Q131524,Hugo Nathan,5,0
Q214867,National Gallery of Art,Q2815948,National Gallery of Art,4,0
Q160236,Metropolitan Museum of Art,Q42857,Metropolitan Museum of Art,4,0
Q160236,Metropolitan Museum of Art,Q5750314,Metropolitan Museum of Art,5,0
Q214867,National Gallery of Art,Q20078554,National Gallery of Art,3,0
Q160236,Metropolitan Museum of Art,Q21069797,Metropolitan Museum of Art,3,1
Q1634926,Hugo Cassirer,Q15987490,Hugo Cassirer,5,0
Q324935,Ferenc Hatvany,Q69860245,Ferenc Hatvany,2,1
Q1634926,Hugo Cassirer,Q78662681,Hugo Cassirer,3,1
Q29441758,Margarete Mauthner,Q3243461,Margarete Mauthner,1,1
Q160236,Metropolitan Museum of Art,Q1145552,Metropolitan Museum of Art,5,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q94378647,Two Poplars in the Alpilles near Saint-Rémy,5,0
Q160236,Metropolitan Museum of Art,Q30034332,Metropolitan Museum of Art,3,0
Q867510,Cypresses,Q50990573,Cypresses,5,1
Q74128,Alfred Flechtheim,Q104694359,Alfred Flechtheim,3,0
Q17277888,Gottlieb Friedrich Reber,Q13575004,Gottlieb Friedrich Reber,2,1
Q214867,National Gallery of Art,Q50637,National Gallery of Art,5,1
Q160236,Metropolitan Museum of Art,Q105802405,Metropolitan Museum of Art,4,0
Q867510,Cypresses,Q25391673,Cypresses,3,1
Q214867,National Gallery of Art,Q104694359,National Gallery of Art,3,0
Q74128,Alfred Flechtheim,Q20078554,Alfred Flechtheim,5,0
Q74128,Alfred Flechtheim,Q76433,Alfred Flechtheim,5,0
Q160236,Metropolitan Museum of Art,Q19905326,Metropolitan Museum of Art,3,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q10732476,Two Poplars in the Alpilles near Saint-Rémy,2,1
Q26221201,Two Diggers among Trees,Q60514834,Two Diggers among Trees,4,1
Q74128,Alfred Flechtheim,Q867541,Alfred Flechtheim,5,0
Q1634926,Hugo Cassirer,Q125634,Hugo Cassirer,4,1
Q160236,Metropolitan Museum of Art,Q75585274,Metropolitan Museum of Art,4,0
Q17277888,Gottlieb Friedrich Reber,Q20553562,Gottlieb Friedrich Reber,5,1
Q160236,Metropolitan Museum of Art,Q75770,Metropolitan Museum of Art,3,0
Q214867,National Gallery of Art,Q317578,National Gallery of Art,5,0
Q55680361,Oskar Reichel,Q1930187,Oskar Reichel,5,0
Q867510,Cypresses,Q3067376,Cypresses,3,1
Q160236,Metropolitan Museum of Art,Q109691972,Metropolitan Museum of Art,2,0
Q17277888,Gottlieb Friedrich Reber,Q78793,Gottlieb Friedrich Reber,4,1
Q867510,Cypresses,Q47001605,Cypresses,3,1
Q74128,Alfred Flechtheim,Q20553562,Alfred Flechtheim,5,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q1960369,Two Poplars in the Alpilles near Saint-Rémy,4,1
Q867510,Cypresses,Q68074438,Cypresses,4,0
Q104530765,Hugo Nathan,Q89929597,Hugo Nathan,5,0
Q74128,Alfred Flechtheim,Q60010460,Alfred Flechtheim,2,1
Q1201549,Detroit Institute of Arts,Q19794158,Detroit Institute of Arts,3,0
Q160236,Metropolitan Museum of Art,Q1970945,Metropolitan Museum of Art,5,1
Q160236,Metropolitan Museum of Art,Q27680201,Metropolitan Museum of Art,3,0
Q17277888,Gottlieb Friedrich Reber,Q160236,Gottlieb Friedrich Reber,5,1
Q55680361,Oskar Reichel,Q1871838,Oskar Reichel,4,1
Q26221197,Two Peasant Women Digging in Field with Snow,Q10732476,Two Peasant Women Digging in Field with Snow,2,1
Q867510,Cypresses,Q28837176,Cypresses,1,0
Q160236,Metropolitan Museum of Art,Q53950502,Metropolitan Museum of Art,4,1
Q867510,Cypresses,Q3391743,Cypresses,4,0
Q17277888,Gottlieb Friedrich Reber,Q10501038,Gottlieb Friedrich Reber,5,0
Q160236,Metropolitan Museum of Art,Q11900058,Metropolitan Museum of Art,3,0
Q74128,Alfred Flechtheim,Q12306176,Alfred Flechtheim,2,1
Q160236,Metropolitan Museum of Art,Q20080422,Metropolitan Museum of Art,5,1
Q74128,Alfred Flechtheim,Q28927781,Alfred Flechtheim,4,0
Q160236,Metropolitan Museum of Art,Q369234,Metropolitan Museum of Art,5,0
Q160236,Metropolitan Museum of Art,Q56291714,Metropolitan Museum of Art,5,1
